,review,target
131,"I needed to get this hemmed about 3-4 inches, but it was well worth it. this is a gorgeous, effortlessly glam outfit. the material is silky soft, with some stretch, and drapes beautifully. i am a 12/14 and got an xl-- i think a large would have been better (this had extra width at the waist, but it worked with the tie belt). i loved wearing this and felt comfortable all night.",1
132,Beautiful and flowy blouse . bottom is very full so i recommend sizing down - 1 size. very feminine and i really like the colors and pattern. i am a 36c on top and found top flattering with pilcro serif legging like jeans and booties.,1
133,This dress is lovely and easy to wear if you are short and you buy regular size (not petite). i am 5'1 and i bought the regular medium so the length of the front falls just above my knees. i can wear it to work without leggings. the other thing i love is it has pockets! and it fits generously - i weigh 140 lbs and will usually fit in a medium (if i don't breathe) and a large (if i use a belt). but in this size (medium regular - i can breathe! and i need a belt. ergo - i don't feel like i need to,1
134,"I just couldn't resist this dress! it's blue, it's fun, it's feminine. the color is so vivid and beautiful in person. i was worried that the length would be an issue (i bought a regular size instead of my normal petite), but i feel that it is perfect. it fits great, and i know i will wear it a lot this summer.",1
135,"The dresss is much shorter than described. very see thru, though guess you can tell from picture. expected more for the price.",0
136,"I ordered this dress is in the yellow/orange. the colors are pretty, the pink detail is nice and that's about it. the slip underneath is a form fitting yellow cotton - no big deal. the dress itself runs very large and in an unflattering way. if i was pregnant, it was perfect. the material feels cheap to me and this, along with the roomy fit - is why this dress will be returned.",0
137,"I liked this as soon as i saw it. the cross stitch embroidery on the front adds a lot to the usual striped top. the fir is good, not too right or lose. i took a size medium, which was good for my 5' 140 lb frame. the 100% cotton was a plus for me, also. the thing i like the post about retailer is the uniqueness of the clothing. i don't feel like i see myself all over town.",1
138,"I'm 5'5"" and got the m. i thought i'd need the petite but i decided to try on the regular m in the store and the length was fine (mid calf). i gave a 3 for quality though because all the ones in my store were tearing in the back where the shoulders meet the back. i bought it anyway because it looked like an easy fix and it was so darn cute and comfortable on!",1
139,"I thought the colors would be brighter and i didn't realize the lace would be see through. i returned it because it was also shorter that i expected. but overall it was a nice dress, just not for me.",0
140,"These felt like they were cutting off circulation around the calves. i tried pulling them lower to reduce the tightness but that made them way too droopy between the legs. an alternative would be to clip the elastic, but ultimately decided to return.",0
141,"I really wanted to love this dress, but i couldn't. it ran large and heavy. rather than a sleek cocktail dress, it felt more like a heavy sack once i put it on. there was one upside: the drape in the back did not appear to drop quite as low, so finding a bra to wear under the dress might be easier than if it draped as low as it appears in the picture.",0
